class,method_id,name,param,reason,module,already_spatial
B,347,L0 Smooth,lambda,"structural use: _l0_smooth_channel(), float(), min()",image_pipeline/methods/filters/l0_smoothing.py,False
B,347,L0 Smooth,blend,"structural use: compare, float(), min()",image_pipeline/methods/filters/l0_smoothing.py,False
A,347,L0 Smooth,noise_amp,1 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/l0_smoothing.py,False
B,347,L0 Smooth,blur_sigma,"structural use: compare, gaussian_filter()",image_pipeline/methods/filters/l0_smoothing.py,False
C,347,L0 Smooth,palette,categorical/str,image_pipeline/methods/filters/l0_smoothing.py,False
C,347,L0 Smooth,time,non-spatial by name,image_pipeline/methods/filters/l0_smoothing.py,False
C,347,L0 Smooth,anim_mode,categorical/str,image_pipeline/methods/filters/l0_smoothing.py,False
C,347,L0 Smooth,anim_speed,non-spatial by name,image_pipeline/methods/filters/l0_smoothing.py,False
B,480,Lens Distortion,amount,"structural use: _warp(), float()",image_pipeline/methods/filters/lens_distortion.py,False
B,480,Lens Distortion,k2,"structural use: _warp(), float()",image_pipeline/methods/filters/lens_distortion.py,False
B,480,Lens Distortion,center_x,structural use: _warp(),image_pipeline/methods/filters/lens_distortion.py,False
B,480,Lens Distortion,center_y,structural use: _warp(),image_pipeline/methods/filters/lens_distortion.py,False
B,480,Lens Distortion,aspect,structural use: _warp(),image_pipeline/methods/filters/lens_distortion.py,False
B,480,Lens Distortion,chromatic,structural use: _warp(),image_pipeline/methods/filters/lens_distortion.py,False
C,480,Lens Distortion,anim_mode,categorical/str,image_pipeline/methods/filters/lens_distortion.py,False
C,480,Lens Distortion,time,non-spatial by name,image_pipeline/methods/filters/lens_distortion.py,False
C,480,Lens Distortion,anim_speed,non-spatial by name,image_pipeline/methods/filters/lens_distortion.py,False
C,434,Lens Flare,source,categorical/str,image_pipeline/methods/filters/lens_flare.py,False
A,434,Lens Flare,light_x,already migrated (spatial: True),image_pipeline/methods/filters/lens_flare.py,True
A,434,Lens Flare,light_y,already migrated (spatial: True),image_pipeline/methods/filters/lens_flare.py,True
B,434,Lens Flare,num_ghosts,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,ghost_start,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,ghost_end,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,ghost_size,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,halo_radius,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,halo_thickness,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,halo_intensity,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,streak_len,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,streak_wid,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,streak_intensity,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,chroma,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,hue_shift,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
B,434,Lens Flare,intensity,structural use: _render_flare(),image_pipeline/methods/filters/lens_flare.py,False
C,434,Lens Flare,anim_mode,categorical/str,image_pipeline/methods/filters/lens_flare.py,False
C,434,Lens Flare,anim_speed,non-spatial by name,image_pipeline/methods/filters/lens_flare.py,False
C,434,Lens Flare,time,non-spatial by name,image_pipeline/methods/filters/lens_flare.py,False
C,354,Line Integral Convolution (Filter),source,categorical/str,image_pipeline/methods/filters/line_integral_convolution.py,False
B,354,Line Integral Convolution (Filter),field_scale,"structural use: _make_curl_field(), min(), write_scalars()",image_pipeline/methods/filters/line_integral_convolution.py,False
B,354,Line Integral Convolution (Filter),integration_length,"structural use: _lic(), float(), min()",image_pipeline/methods/filters/line_integral_convolution.py,False
B,354,Line Integral Convolution (Filter),step_size,"structural use: _lic(), max(), write_scalars()",image_pipeline/methods/filters/line_integral_convolution.py,False
A,354,Line Integral Convolution (Filter),kernel_sigma,1 arithmetic use(s) of `kernel_sigma`,image_pipeline/methods/filters/line_integral_convolution.py,False
B,354,Line Integral Convolution (Filter),contrast,structural use: _colorize(),image_pipeline/methods/filters/line_integral_convolution.py,False
C,354,Line Integral Convolution (Filter),coloring,categorical/str,image_pipeline/methods/filters/line_integral_convolution.py,False
B,354,Line Integral Convolution (Filter),hue_shift,structural use: _colorize(),image_pipeline/methods/filters/line_integral_convolution.py,False
C,354,Line Integral Convolution (Filter),anim_mode,categorical/str,image_pipeline/methods/filters/line_integral_convolution.py,False
C,354,Line Integral Convolution (Filter),anim_speed,non-spatial by name,image_pipeline/methods/filters/line_integral_convolution.py,False
C,354,Line Integral Convolution (Filter),time,non-spatial by name,image_pipeline/methods/filters/line_integral_convolution.py,False
C,496,Local Laplacian (edge-aware tone/detail),source,categorical/str,image_pipeline/methods/filters/local_laplacian.py,False
C,496,Local Laplacian (edge-aware tone/detail),palette,categorical/str,image_pipeline/methods/filters/local_laplacian.py,False
B,496,Local Laplacian (edge-aware tone/detail),sigma_r,"structural use: _level_channel(), float(), min()",image_pipeline/methods/filters/local_laplacian.py,False
B,496,Local Laplacian (edge-aware tone/detail),levels,"structural use: index, int(), min()",image_pipeline/methods/filters/local_laplacian.py,False
B,496,Local Laplacian (edge-aware tone/detail),detail,"structural use: _level_channel(), float(), min()",image_pipeline/methods/filters/local_laplacian.py,False
B,496,Local Laplacian (edge-aware tone/detail),tone,"structural use: float(), min()",image_pipeline/methods/filters/local_laplacian.py,False
C,496,Local Laplacian (edge-aware tone/detail),anim_mode,categorical/str,image_pipeline/methods/filters/local_laplacian.py,False
C,496,Local Laplacian (edge-aware tone/detail),anim_speed,non-spatial by name,image_pipeline/methods/filters/local_laplacian.py,False
C,401,Low-Poly Triangulation,source,categorical/str,image_pipeline/methods/filters/low_poly.py,False
B,401,Low-Poly Triangulation,grid_density,"structural use: _sample_vertices(), float()",image_pipeline/methods/filters/low_poly.py,False
B,401,Low-Poly Triangulation,edge_points,"structural use: _sample_vertices(), float()",image_pipeline/methods/filters/low_poly.py,False
B,401,Low-Poly Triangulation,grid_jitter,structural use: _sample_vertices(),image_pipeline/methods/filters/low_poly.py,False
B,401,Low-Poly Triangulation,edge_threshold,structural use: compare,image_pipeline/methods/filters/low_poly.py,False
C,401,Low-Poly Triangulation,palette,categorical/str,image_pipeline/methods/filters/low_poly.py,False
B,401,Low-Poly Triangulation,noise_amp,structural use: _make_source(),image_pipeline/methods/filters/low_poly.py,False
B,401,Low-Poly Triangulation,blur_sigma,structural use: _make_source(),image_pipeline/methods/filters/low_poly.py,False
C,401,Low-Poly Triangulation,show_edges,categorical/str,image_pipeline/methods/filters/low_poly.py,False
C,401,Low-Poly Triangulation,edge_width,never used arithmetically,image_pipeline/methods/filters/low_poly.py,False
C,401,Low-Poly Triangulation,anim_mode,categorical/str,image_pipeline/methods/filters/low_poly.py,False
C,401,Low-Poly Triangulation,anim_speed,non-spatial by name,image_pipeline/methods/filters/low_poly.py,False
C,437,Marbling (Sumi-e),bg_mode,categorical/str,image_pipeline/methods/filters/marbling.py,False
C,437,Marbling (Sumi-e),ink_palette,categorical/str,image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),n_drops,structural use: _inject_drops(),image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),rings,structural use: _inject_drops(),image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),ring_gap,structural use: _inject_drops(),image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),n_tines,"structural use: _tine_warp(), float()",image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),tine_strength,structural use: _tine_warp(),image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),tine_spacing,structural use: _tine_warp(),image_pipeline/methods/filters/marbling.py,False
B,437,Marbling (Sumi-e),ragged,structural use: _tine_warp(),image_pipeline/methods/filters/marbling.py,False
C,437,Marbling (Sumi-e),anim_speed,non-spatial by name,image_pipeline/methods/filters/marbling.py,False
C,923,MatCap Relight,source,categorical/str,image_pipeline/methods/filters/matcap_relight.py,False
C,923,MatCap Relight,matcap,categorical/str,image_pipeline/methods/filters/matcap_relight.py,False
B,923,MatCap Relight,light_dir,structural use: float(),image_pipeline/methods/filters/matcap_relight.py,False
B,923,MatCap Relight,relief,structural use: float(),image_pipeline/methods/filters/matcap_relight.py,False
A,923,MatCap Relight,strength,2 arithmetic use(s) of `strength`,image_pipeline/methods/filters/matcap_relight.py,False
A,923,MatCap Relight,spec_pow,already migrated (spatial: True),image_pipeline/methods/filters/matcap_relight.py,True
A,923,MatCap Relight,albedo_r,3 arithmetic use(s) of `alb`,image_pipeline/methods/filters/matcap_relight.py,False
A,923,MatCap Relight,albedo_g,3 arithmetic use(s) of `alb`,image_pipeline/methods/filters/matcap_relight.py,False
A,923,MatCap Relight,albedo_b,3 arithmetic use(s) of `alb`,image_pipeline/methods/filters/matcap_relight.py,False
C,923,MatCap Relight,anim_mode,categorical/str,image_pipeline/methods/filters/matcap_relight.py,False
C,923,MatCap Relight,anim_speed,non-spatial by name,image_pipeline/methods/filters/matcap_relight.py,False
C,923,MatCap Relight,time,non-spatial by name,image_pipeline/methods/filters/matcap_relight.py,False
C,485,Morphology,source,categorical/str,image_pipeline/methods/filters/mathematical_morphology.py,False
C,485,Morphology,operation,categorical/str,image_pipeline/methods/filters/mathematical_morphology.py,False
B,485,Morphology,radius,structural use: max(),image_pipeline/methods/filters/mathematical_morphology.py,False
C,485,Morphology,shape,categorical/str,image_pipeline/methods/filters/mathematical_morphology.py,False
C,485,Morphology,channel,categorical/str,image_pipeline/methods/filters/mathematical_morphology.py,False
C,485,Morphology,anim_mode,categorical/str,image_pipeline/methods/filters/mathematical_morphology.py,False
C,485,Morphology,anim_speed,non-spatial by name,image_pipeline/methods/filters/mathematical_morphology.py,False
C,485,Morphology,time,non-spatial by name,image_pipeline/methods/filters/mathematical_morphology.py,False
C,449,Mean Shift Filter,source,categorical/str,image_pipeline/methods/filters/mean_shift.py,False
B,449,Mean Shift Filter,spatial_radius,"structural use: _mean_shift(), float(), min()",image_pipeline/methods/filters/mean_shift.py,False
B,449,Mean Shift Filter,range_radius,"structural use: _mean_shift(), float(), min()",image_pipeline/methods/filters/mean_shift.py,False
C,449,Mean Shift Filter,iterations,non-spatial by name,image_pipeline/methods/filters/mean_shift.py,False
B,449,Mean Shift Filter,noise_amp,structural use: _gen_source(),image_pipeline/methods/filters/mean_shift.py,False
B,449,Mean Shift Filter,blur_sigma,structural use: _gen_source(),image_pipeline/methods/filters/mean_shift.py,False
C,449,Mean Shift Filter,mode,categorical/str,image_pipeline/methods/filters/mean_shift.py,False
C,449,Mean Shift Filter,anim_mode,categorical/str,image_pipeline/methods/filters/mean_shift.py,False
C,449,Mean Shift Filter,anim_speed,non-spatial by name,image_pipeline/methods/filters/mean_shift.py,False
C,449,Mean Shift Filter,time,non-spatial by name,image_pipeline/methods/filters/mean_shift.py,False
C,418,Non-Local Means,source,categorical/str,image_pipeline/methods/filters/non_local_means.py,False
B,418,Non-Local Means,noise_sigma,"structural use: min(), write_scalars()",image_pipeline/methods/filters/non_local_means.py,False
B,418,Non-Local Means,h,"structural use: _nlm(), min(), write_scalars()",image_pipeline/methods/filters/non_local_means.py,False
B,418,Non-Local Means,patch,"structural use: _nlm(), min(), write_scalars()",image_pipeline/methods/filters/non_local_means.py,False
B,418,Non-Local Means,search,"structural use: _nlm(), min(), write_scalars()",image_pipeline/methods/filters/non_local_means.py,False
B,418,Non-Local Means,blur_sigma,structural use: GaussianBlur(),image_pipeline/methods/filters/non_local_means.py,False
A,418,Non-Local Means,noise_amp,1 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/non_local_means.py,False
C,418,Non-Local Means,palette,categorical/str,image_pipeline/methods/filters/non_local_means.py,False
C,418,Non-Local Means,anim_mode,categorical/str,image_pipeline/methods/filters/non_local_means.py,False
C,418,Non-Local Means,anim_speed,non-spatial by name,image_pipeline/methods/filters/non_local_means.py,False
C,41,Oil Paint,style,categorical/str,image_pipeline/methods/filters/oil_paint.py,False
C,41,Oil Paint,source,categorical/str,image_pipeline/methods/filters/oil_paint.py,False
C,41,Oil Paint,colormode,categorical/str,image_pipeline/methods/filters/oil_paint.py,False
C,41,Oil Paint,palette,categorical/str,image_pipeline/methods/filters/oil_paint.py,False
B,41,Oil Paint,radius,structural use: oilPainting(),image_pipeline/methods/filters/oil_paint.py,False
A,41,Oil Paint,noise_amp,2 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/oil_paint.py,False
A,41,Oil Paint,noise_offset,2 arithmetic use(s) of `noise_offset`,image_pipeline/methods/filters/oil_paint.py,False
B,41,Oil Paint,blur_sigma,structural use: GaussianBlur(),image_pipeline/methods/filters/oil_paint.py,False
B,41,Oil Paint,edge_threshold,structural use: Canny(),image_pipeline/methods/filters/oil_paint.py,False
A,41,Oil Paint,quantize_levels,2 arithmetic use(s) of `quant_levels`,image_pipeline/methods/filters/oil_paint.py,False
B,41,Oil Paint,brush_size,"structural use: max(), min(), range()",image_pipeline/methods/filters/oil_paint.py,False
C,977,Optical Flow (Horn-Schunck),source,categorical/str,image_pipeline/methods/filters/optical_flow.py,False
C,977,Optical Flow (Horn-Schunck),anim_mode,categorical/str,image_pipeline/methods/filters/optical_flow.py,False
C,977,Optical Flow (Horn-Schunck),anim_speed,non-spatial by name,image_pipeline/methods/filters/optical_flow.py,False
C,977,Optical Flow (Horn-Schunck),time,non-spatial by name,image_pipeline/methods/filters/optical_flow.py,False
B,977,Optical Flow (Horn-Schunck),flow_amount,"structural use: _warp(), float(), min()",image_pipeline/methods/filters/optical_flow.py,False
B,977,Optical Flow (Horn-Schunck),delta,"structural use: float(), min()",image_pipeline/methods/filters/optical_flow.py,False
B,977,Optical Flow (Horn-Schunck),smoothness,"structural use: _hs_flow(), float(), min()",image_pipeline/methods/filters/optical_flow.py,False
C,977,Optical Flow (Horn-Schunck),iters,non-spatial by name,image_pipeline/methods/filters/optical_flow.py,False
B,977,Optical Flow (Horn-Schunck),viz_scale,structural use: min(),image_pipeline/methods/filters/optical_flow.py,False
C,422,Palette Posterize,source,categorical/str,image_pipeline/methods/filters/palette_posterize.py,False
B,422,Palette Posterize,levels,"structural use: _median_cut(), float(), min()",image_pipeline/methods/filters/palette_posterize.py,False
C,422,Palette Posterize,dither,categorical/str,image_pipeline/methods/filters/palette_posterize.py,False
B,422,Palette Posterize,dither_scale,"structural use: _quantize_lab_dither(), _quantize_rgb_palette_dither(), float()",image_pipeline/methods/filters/palette_posterize.py,False
C,422,Palette Posterize,palette,categorical/str,image_pipeline/methods/filters/palette_posterize.py,False
C,422,Palette Posterize,use_lab,categorical/str,image_pipeline/methods/filters/palette_posterize.py,False
A,422,Palette Posterize,noise_amp,1 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/palette_posterize.py,False
B,422,Palette Posterize,blur_sigma,structural use: GaussianBlur(),image_pipeline/methods/filters/palette_posterize.py,False
C,422,Palette Posterize,anim_mode,categorical/str,image_pipeline/methods/filters/palette_posterize.py,False
C,422,Palette Posterize,anim_speed,non-spatial by name,image_pipeline/methods/filters/palette_posterize.py,False
B,1002,Parallax Occlusion,height_scale,"structural use: _parallax_occlusion(), float()",image_pipeline/methods/filters/parallax_occlusion.py,False
B,1002,Parallax Occlusion,layers,"structural use: _parallax_occlusion(), float()",image_pipeline/methods/filters/parallax_occlusion.py,False
B,1002,Parallax Occlusion,light_angle,"structural use: _parallax_occlusion(), float()",image_pipeline/methods/filters/parallax_occlusion.py,False
B,1002,Parallax Occlusion,ambient,"structural use: _parallax_occlusion(), float()",image_pipeline/methods/filters/parallax_occlusion.py,False
B,1002,Parallax Occlusion,lz,structural use: _parallax_occlusion(),image_pipeline/methods/filters/parallax_occlusion.py,False
A,1002,Parallax Occlusion,contrast,1 arithmetic use(s) of `contrast`,image_pipeline/methods/filters/parallax_occlusion.py,False
C,1002,Parallax Occlusion,source,categorical/str,image_pipeline/methods/filters/parallax_occlusion.py,False
C,1002,Parallax Occlusion,anim_mode,categorical/str,image_pipeline/methods/filters/parallax_occlusion.py,False
C,1002,Parallax Occlusion,anim_speed,non-spatial by name,image_pipeline/methods/filters/parallax_occlusion.py,False
C,1002,Parallax Occlusion,time,non-spatial by name,image_pipeline/methods/filters/parallax_occlusion.py,False
C,80,Pixel Mosaic,source,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,grid_type,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
B,80,Pixel Mosaic,tile_size,"structural use: min(), range()",image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,tile_shape,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,render_mode,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,palette_name,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,grout,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,grout_color,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
A,80,Pixel Mosaic,grout_width,2 arithmetic use(s) of `grout_width`,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,color_mode,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
B,80,Pixel Mosaic,blur_sigma,structural use: GaussianBlur(),image_pipeline/methods/filters/pixel_mosaic.py,False
A,80,Pixel Mosaic,noise_amp,2 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/pixel_mosaic.py,False
B,80,Pixel Mosaic,tile_jitter,structural use: compare,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,anim_mode,categorical/str,image_pipeline/methods/filters/pixel_mosaic.py,False
C,80,Pixel Mosaic,anim_speed,non-spatial by name,image_pipeline/methods/filters/pixel_mosaic.py,False
C,40,Pixel Sort,source,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
C,40,Pixel Sort,sort_axis,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
B,40,Pixel Sort,threshold,"structural use: compare, min()",image_pipeline/methods/filters/pixelsort.py,False
C,40,Pixel Sort,threshold_mode,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
B,40,Pixel Sort,threshold_low,structural use: compare,image_pipeline/methods/filters/pixelsort.py,False
C,40,Pixel Sort,sort_order,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
C,40,Pixel Sort,sort_criterion,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
B,40,Pixel Sort,interval_length,"structural use: compare, max(), randint()",image_pipeline/methods/filters/pixelsort.py,False
B,40,Pixel Sort,step,structural use: range(),image_pipeline/methods/filters/pixelsort.py,False
C,40,Pixel Sort,color_mode,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
C,40,Pixel Sort,palette_name,categorical/str,image_pipeline/methods/filters/pixelsort.py,False
B,40,Pixel Sort,blur_sigma,structural use: GaussianBlur(),image_pipeline/methods/filters/pixelsort.py,False
A,40,Pixel Sort,noise_amp,2 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/pixelsort.py,False
B,40,Pixel Sort,interval_jitter,"structural use: compare, randint()",image_pipeline/methods/filters/pixelsort.py,False
C,516,PM + Shock Filter,source,categorical/str,image_pipeline/methods/filters/pm_shock_filter.py,False
C,516,PM + Shock Filter,mode,categorical/str,image_pipeline/methods/filters/pm_shock_filter.py,False
C,516,PM + Shock Filter,iters,non-spatial by name,image_pipeline/methods/filters/pm_shock_filter.py,False
B,516,PM + Shock Filter,conductance,"structural use: _run_channel(), write_scalars()",image_pipeline/methods/filters/pm_shock_filter.py,False
B,516,PM + Shock Filter,lambda,structural use: _run_channel(),image_pipeline/methods/filters/pm_shock_filter.py,False
C,516,PM + Shock Filter,conductance_fn,categorical/str,image_pipeline/methods/filters/pm_shock_filter.py,False
A,516,PM + Shock Filter,shock_iters,1 arithmetic use(s) of `shock_iters`,image_pipeline/methods/filters/pm_shock_filter.py,False
B,516,PM + Shock Filter,shock_dt,structural use: _run_channel(),image_pipeline/methods/filters/pm_shock_filter.py,False
B,516,PM + Shock Filter,shock_strength,structural use: _run_channel(),image_pipeline/methods/filters/pm_shock_filter.py,False
B,516,PM + Shock Filter,noise,structural use: _generate_source(),image_pipeline/methods/filters/pm_shock_filter.py,False
C,516,PM + Shock Filter,anim_mode,categorical/str,image_pipeline/methods/filters/pm_shock_filter.py,False
C,516,PM + Shock Filter,anim_speed,non-spatial by name,image_pipeline/methods/filters/pm_shock_filter.py,False
C,516,PM + Shock Filter,time,non-spatial by name,image_pipeline/methods/filters/pm_shock_filter.py,False
C,341,Poisson Cloning,source,categorical/str,image_pipeline/methods/filters/poisson_editing.py,False
C,341,Poisson Cloning,dest,categorical/str,image_pipeline/methods/filters/poisson_editing.py,False
C,341,Poisson Cloning,mode,categorical/str,image_pipeline/methods/filters/poisson_editing.py,False
B,341,Poisson Cloning,radius,structural use: _ellipse_mask(),image_pipeline/methods/filters/poisson_editing.py,False
B,341,Poisson Cloning,offset_x,structural use: _ellipse_mask(),image_pipeline/methods/filters/poisson_editing.py,False
B,341,Poisson Cloning,offset_y,structural use: _ellipse_mask(),image_pipeline/methods/filters/poisson_editing.py,False
C,341,Poisson Cloning,palette,categorical/str,image_pipeline/methods/filters/poisson_editing.py,False
B,341,Poisson Cloning,noise_amp,structural use: _gen_source(),image_pipeline/methods/filters/poisson_editing.py,False
B,341,Poisson Cloning,blur_sigma,structural use: _gen_source(),image_pipeline/methods/filters/poisson_editing.py,False
C,341,Poisson Cloning,anim_mode,categorical/str,image_pipeline/methods/filters/poisson_editing.py,False
C,341,Poisson Cloning,anim_speed,non-spatial by name,image_pipeline/methods/filters/poisson_editing.py,False
C,529,R2 Dither,mode,categorical/str,image_pipeline/methods/filters/r2_dither.py,False
B,529,R2 Dither,levels,structural use: compare,image_pipeline/methods/filters/r2_dither.py,False
A,529,R2 Dither,contrast,already migrated (spatial: True),image_pipeline/methods/filters/r2_dither.py,True
A,529,R2 Dither,gamma,1 arithmetic use(s) of `gamma`,image_pipeline/methods/filters/r2_dither.py,False
C,529,R2 Dither,palette,categorical/str,image_pipeline/methods/filters/r2_dither.py,False
C,529,R2 Dither,source,categorical/str,image_pipeline/methods/filters/r2_dither.py,False
C,529,R2 Dither,anim_mode,categorical/str,image_pipeline/methods/filters/r2_dither.py,False
C,529,R2 Dither,anim_speed,non-spatial by name,image_pipeline/methods/filters/r2_dither.py,False
C,529,R2 Dither,time,non-spatial by name,image_pipeline/methods/filters/r2_dither.py,False
C,486,Radial & Spin Blur,source,categorical/str,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,blur_type,categorical/str,image_pipeline/methods/filters/radial_spin_blur.py,False
A,486,Radial & Spin Blur,length,1 arithmetic use(s) of `length`,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,center_x,never used arithmetically,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,center_y,never used arithmetically,image_pipeline/methods/filters/radial_spin_blur.py,False
A,486,Radial & Spin Blur,noise_amp,1 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,blur_sigma,never used arithmetically,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,palette,categorical/str,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,anim_mode,categorical/str,image_pipeline/methods/filters/radial_spin_blur.py,False
C,486,Radial & Spin Blur,anim_speed,non-spatial by name,image_pipeline/methods/filters/radial_spin_blur.py,False
C,451,Relative Total Variation,source,categorical/str,image_pipeline/methods/filters/relative_total_variation.py,False
B,451,Relative Total Variation,lambda_,"structural use: _decompose(), float(), min()",image_pipeline/methods/filters/relative_total_variation.py,False
B,451,Relative Total Variation,sigma,"structural use: _decompose(), min()",image_pipeline/methods/filters/relative_total_variation.py,False
B,451,Relative Total Variation,window,"structural use: _decompose(), float(), min()",image_pipeline/methods/filters/relative_total_variation.py,False
C,451,Relative Total Variation,iters,non-spatial by name,image_pipeline/methods/filters/relative_total_variation.py,False
B,451,Relative Total Variation,amount,"structural use: compare, min()",image_pipeline/methods/filters/relative_total_variation.py,False
C,451,Relative Total Variation,mode,categorical/str,image_pipeline/methods/filters/relative_total_variation.py,False
C,451,Relative Total Variation,palette,categorical/str,image_pipeline/methods/filters/relative_total_variation.py,False
A,451,Relative Total Variation,noise_amp,1 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/relative_total_variation.py,False
C,451,Relative Total Variation,anim_mode,categorical/str,image_pipeline/methods/filters/relative_total_variation.py,False
C,451,Relative Total Variation,anim_speed,non-spatial by name,image_pipeline/methods/filters/relative_total_variation.py,False
C,447,Retinex MSRCR,source,categorical/str,image_pipeline/methods/filters/retinex_msrcr.py,False
B,447,Retinex MSRCR,sigma_small,structural use: max(),image_pipeline/methods/filters/retinex_msrcr.py,False
B,447,Retinex MSRCR,sigma_mid,structural use: max(),image_pipeline/methods/filters/retinex_msrcr.py,False
B,447,Retinex MSRCR,sigma_large,"structural use: float(), max()",image_pipeline/methods/filters/retinex_msrcr.py,False
A,447,Retinex MSRCR,alpha,1 arithmetic use(s) of `alpha`,image_pipeline/methods/filters/retinex_msrcr.py,False
A,447,Retinex MSRCR,beta,1 arithmetic use(s) of `beta`,image_pipeline/methods/filters/retinex_msrcr.py,False
A,447,Retinex MSRCR,gain,1 arithmetic use(s) of `gain`,image_pipeline/methods/filters/retinex_msrcr.py,False
A,447,Retinex MSRCR,offset,1 arithmetic use(s) of `offset`,image_pipeline/methods/filters/retinex_msrcr.py,False
B,447,Retinex MSRCR,clip_pct,structural use: percentile(),image_pipeline/methods/filters/retinex_msrcr.py,False
C,447,Retinex MSRCR,color_restore,categorical/str,image_pipeline/methods/filters/retinex_msrcr.py,False
A,447,Retinex MSRCR,noise_amp,2 arithmetic use(s) of `noise_amp`,image_pipeline/methods/filters/retinex_msrcr.py,False
B,447,Retinex MSRCR,blur_sigma,structural use: _gblur(),image_pipeline/methods/filters/retinex_msrcr.py,False
C,447,Retinex MSRCR,palette,categorical/str,image_pipeline/methods/filters/retinex_msrcr.py,False
C,447,Retinex MSRCR,anim_mode,categorical/str,image_pipeline/methods/filters/retinex_msrcr.py,False
C,447,Retinex MSRCR,anim_speed,non-spatial by name,image_pipeline/methods/filters/retinex_msrcr.py,False
C,447,Retinex MSRCR,time,non-spatial by name,image_pipeline/methods/filters/retinex_msrcr.py,False
C,358,Rolling Guidance Filter,source,categorical/str,image_pipeline/methods/filters/rolling_guidance.py,False
B,358,Rolling Guidance Filter,radius,"structural use: float(), rolling_guidance()",image_pipeline/methods/filters/rolling_guidance.py,False
B,358,Rolling Guidance Filter,scale,"structural use: float(), rolling_guidance()",image_pipeline/methods/filters/rolling_guidance.py,False
C,358,Rolling Guidance Filter,iterations,non-spatial by name,image_pipeline/methods/filters/rolling_guidance.py,False
C,358,Rolling Guidance Filter,mode,categorical/str,image_pipeline/methods/filters/rolling_guidance.py,False
B,358,Rolling Guidance Filter,detail_gain,structural use: float(),image_pipeline/methods/filters/rolling_guidance.py,False
C,358,Rolling Guidance Filter,anim_mode,categorical/str,image_pipeline/methods/filters/rolling_guidance.py,False
