class,method_id,name,param,reason,module,already_spatial
C,__blender_render__,Blender Render,source,categorical/str,image_pipeline/methods/blender_render.py,False
C,__blender_render__,Blender Render,shape,categorical/str,image_pipeline/methods/blender_render.py,False
D,__blender_render__,Blender Render,model_path,categorical/str,image_pipeline/methods/blender_render.py,False
C,__blender_render__,Blender Render,apply_material,categorical/str,image_pipeline/methods/blender_render.py,False
C,__blender_render__,Blender Render,size,non-spatial by name,image_pipeline/methods/blender_render.py,False
C,__blender_render__,Blender Render,color,categorical/str,image_pipeline/methods/blender_render.py,False
B,__blender_render__,Blender Render,metalness,"structural use: _build_model_script(), _build_scene_script()",image_pipeline/methods/blender_render.py,False
B,__blender_render__,Blender Render,roughness,"structural use: _build_model_script(), _build_scene_script()",image_pipeline/methods/blender_render.py,False
C,__blender_render__,Blender Render,bg_color,categorical/str,image_pipeline/methods/blender_render.py,False
B,__blender_render__,Blender Render,light_intensity,"structural use: _build_model_script(), _build_scene_script()",image_pipeline/methods/blender_render.py,False
C,__blender_render__,Blender Render,engine,categorical/str,image_pipeline/methods/blender_render.py,False
B,__blender_render__,Blender Render,samples,"structural use: _build_model_script(), _build_scene_script()",image_pipeline/methods/blender_render.py,False
A,__blender_render__,Blender Render,spin_speed,1 arithmetic use(s) of `spin_speed`,image_pipeline/methods/blender_render.py,False
D,__blender_render__,Blender Render,texture_mode,categorical/str,image_pipeline/methods/blender_render.py,False
C,__counter__,Counter,start,node emits no image,image_pipeline/methods/channels.py,False
C,__counter__,Counter,end,node emits no image,image_pipeline/methods/channels.py,False
C,__counter__,Counter,step_size,node emits no image,image_pipeline/methods/channels.py,False
C,__counter__,Counter,mode,node emits no image,image_pipeline/methods/channels.py,False
C,__ramp__,Ramp,start,node emits no image,image_pipeline/methods/channels.py,False
C,__ramp__,Ramp,end,node emits no image,image_pipeline/methods/channels.py,False
C,__ramp__,Ramp,duration_frames,node emits no image,image_pipeline/methods/channels.py,False
C,__ramp__,Ramp,easing,node emits no image,image_pipeline/methods/channels.py,False
C,__ramp__,Ramp,mode,node emits no image,image_pipeline/methods/channels.py,False
C,__lfo__,LFO,waveform,node emits no image,image_pipeline/methods/channels.py,False
C,__lfo__,LFO,min,node emits no image,image_pipeline/methods/channels.py,False
C,__lfo__,LFO,max,node emits no image,image_pipeline/methods/channels.py,False
C,__lfo__,LFO,rate,node emits no image,image_pipeline/methods/channels.py,False
C,__lfo__,LFO,phase,node emits no image,image_pipeline/methods/channels.py,False
C,__lfo__,LFO,bipolar,node emits no image,image_pipeline/methods/channels.py,False
C,__beats__,Beats,bpm,node emits no image,image_pipeline/methods/channels.py,False
C,__beats__,Beats,beats_per_bar,node emits no image,image_pipeline/methods/channels.py,False
C,__beats__,Beats,swing,node emits no image,image_pipeline/methods/channels.py,False
C,__beats__,Beats,fps,node emits no image,image_pipeline/methods/channels.py,False
C,__noise1d__,Noise1D,min,node emits no image,image_pipeline/methods/channels.py,False
C,__noise1d__,Noise1D,max,node emits no image,image_pipeline/methods/channels.py,False
C,__noise1d__,Noise1D,rate,node emits no image,image_pipeline/methods/channels.py,False
C,__noise1d__,Noise1D,smooth,node emits no image,image_pipeline/methods/channels.py,False
C,__envelope__,Envelope,attack,node emits no image,image_pipeline/methods/channels.py,False
C,__envelope__,Envelope,decay,node emits no image,image_pipeline/methods/channels.py,False
C,__envelope__,Envelope,sustain,node emits no image,image_pipeline/methods/channels.py,False
C,__envelope__,Envelope,release,node emits no image,image_pipeline/methods/channels.py,False
C,__envelope__,Envelope,sustain_level,node emits no image,image_pipeline/methods/channels.py,False
C,__envelope__,Envelope,loop,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,operation,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,a_default,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,b_default,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,map_src_min,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,map_src_max,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,map_dst_min,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,map_dst_max,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,clamp_min,node emits no image,image_pipeline/methods/channels.py,False
C,__math__,Math,clamp_max,node emits no image,image_pipeline/methods/channels.py,False
C,__logic__,Logic,operation,node emits no image,image_pipeline/methods/channels.py,False
C,__logic__,Logic,true_value,node emits no image,image_pipeline/methods/channels.py,False
C,__logic__,Logic,false_value,node emits no image,image_pipeline/methods/channels.py,False
C,__logic__,Logic,threshold,node emits no image,image_pipeline/methods/channels.py,False
C,__blend__,Blend,mode,node emits no image,image_pipeline/methods/channels.py,False
C,__blend__,Blend,a_default,node emits no image,image_pipeline/methods/channels.py,False
C,__blend__,Blend,b_default,node emits no image,image_pipeline/methods/channels.py,False
C,__blend__,Blend,mix_default,node emits no image,image_pipeline/methods/channels.py,False
C,__strobe__,Strobe,rate,node emits no image,image_pipeline/methods/channels.py,False
C,__strobe__,Strobe,duty_cycle,node emits no image,image_pipeline/methods/channels.py,False
C,__strobe__,Strobe,on_value,node emits no image,image_pipeline/methods/channels.py,False
C,__strobe__,Strobe,off_value,node emits no image,image_pipeline/methods/channels.py,False
C,__burst__,Burst,n_pulses,node emits no image,image_pipeline/methods/channels.py,False
C,__burst__,Burst,pulse_interval,node emits no image,image_pipeline/methods/channels.py,False
C,__burst__,Burst,pulse_width,node emits no image,image_pipeline/methods/channels.py,False
C,__burst__,Burst,amplitude,node emits no image,image_pipeline/methods/channels.py,False
C,__burst__,Burst,loop,node emits no image,image_pipeline/methods/channels.py,False
C,__age_heat__,AgeHeat,mode,node emits no image,image_pipeline/methods/channels.py,False
C,__age_heat__,AgeHeat,max_age_default,node emits no image,image_pipeline/methods/channels.py,False
D,22,ffmpeg Frame,text,categorical/str,image_pipeline/methods/cli_tools.py,False
C,22,ffmpeg Frame,bg_color,categorical/str,image_pipeline/methods/cli_tools.py,False
D,22,ffmpeg Frame,text_color,categorical/str,image_pipeline/methods/cli_tools.py,False
B,22,ffmpeg Frame,font_size,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
D,22,ffmpeg Frame,font_path,categorical/str,image_pipeline/methods/cli_tools.py,False
C,23,ImageMagick,bg_color,categorical/str,image_pipeline/methods/cli_tools.py,False
C,23,ImageMagick,fill_color,categorical/str,image_pipeline/methods/cli_tools.py,False
C,23,ImageMagick,title,categorical/str,image_pipeline/methods/cli_tools.py,False
C,23,ImageMagick,subtitle,categorical/str,image_pipeline/methods/cli_tools.py,False
C,23,ImageMagick,detail,categorical/str,image_pipeline/methods/cli_tools.py,False
B,23,ImageMagick,title_size,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
B,23,ImageMagick,subtitle_size,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
B,23,ImageMagick,detail_size,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
D,23,ImageMagick,font,categorical/str,image_pipeline/methods/cli_tools.py,False
B,23,ImageMagick,spread,structural use: str(),image_pipeline/methods/cli_tools.py,False
C,23,ImageMagick,noise_type,categorical/str,image_pipeline/methods/cli_tools.py,False
B,23,ImageMagick,min_bytes,structural use: compare,image_pipeline/methods/cli_tools.py,False
D,24,pyfiglet,top_text,categorical/str,image_pipeline/methods/cli_tools.py,False
D,24,pyfiglet,bottom_text,categorical/str,image_pipeline/methods/cli_tools.py,False
D,24,pyfiglet,top_font,categorical/str,image_pipeline/methods/cli_tools.py,False
D,24,pyfiglet,bottom_font,categorical/str,image_pipeline/methods/cli_tools.py,False
C,24,pyfiglet,bg_color,categorical/str,image_pipeline/methods/cli_tools.py,False
D,24,pyfiglet,text_color,categorical/str,image_pipeline/methods/cli_tools.py,False
A,24,pyfiglet,char_width,1 arithmetic use(s) of `char_width`,image_pipeline/methods/cli_tools.py,False
A,24,pyfiglet,line_height,2 arithmetic use(s) of `line_height`,image_pipeline/methods/cli_tools.py,False
B,24,pyfiglet,font_size,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
C,27,qrencode,qr_data,categorical/str,image_pipeline/methods/cli_tools.py,False
B,27,qrencode,module_size,structural use: str(),image_pipeline/methods/cli_tools.py,False
C,27,qrencode,ecc_level,categorical/str,image_pipeline/methods/cli_tools.py,False
C,44,img2txt,bg_color,categorical/str,image_pipeline/methods/cli_tools.py,False
D,44,img2txt,text_color,categorical/str,image_pipeline/methods/cli_tools.py,False
B,44,img2txt,ascii_width,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
C,44,img2txt,ascii_format,categorical/str,image_pipeline/methods/cli_tools.py,False
C,44,img2txt,charset,categorical/str,image_pipeline/methods/cli_tools.py,False
B,44,img2txt,subsample,structural use: index,image_pipeline/methods/cli_tools.py,False
B,44,img2txt,font_size,"structural use: compare, int()",image_pipeline/methods/cli_tools.py,False
A,45,Graphviz,node_count,1 arithmetic use(s) of `n_nodes`,image_pipeline/methods/cli_tools.py,False
A,45,Graphviz,edge_density,1 arithmetic use(s) of `base_edge_density`,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,layout,categorical/str,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,bg_color,categorical/str,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,node_fill,categorical/str,image_pipeline/methods/cli_tools.py,False
D,45,Graphviz,node_font_color,categorical/str,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,node_border,categorical/str,image_pipeline/methods/cli_tools.py,False
A,45,Graphviz,node_font_size,1 arithmetic use(s) of `base_font_size`,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,edge_color,categorical/str,image_pipeline/methods/cli_tools.py,False
A,45,Graphviz,edge_len,1 arithmetic use(s) of `base_edge_len`,image_pipeline/methods/cli_tools.py,False
A,45,Graphviz,dpi,2 arithmetic use(s) of `dpi`,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,anim_mode,categorical/str,image_pipeline/methods/cli_tools.py,False
C,45,Graphviz,anim_speed,non-spatial by name,image_pipeline/methods/cli_tools.py,False
C,46,ImageMagick Plasma,plasma_type,categorical/str,image_pipeline/methods/cli_tools.py,False
B,46,ImageMagick Plasma,oil_paint,structural use: str(),image_pipeline/methods/cli_tools.py,False
C,46,ImageMagick Plasma,blur,categorical/str,image_pipeline/methods/cli_tools.py,False
B,46,ImageMagick Plasma,min_bytes,structural use: compare,image_pipeline/methods/cli_tools.py,False
C,46,ImageMagick Plasma,anim_mode,categorical/str,image_pipeline/methods/cli_tools.py,False
C,46,ImageMagick Plasma,anim_speed,non-spatial by name,image_pipeline/methods/cli_tools.py,False
C,47,Chafa,bg_color,categorical/str,image_pipeline/methods/cli_tools.py,False
D,47,Chafa,text_color,categorical/str,image_pipeline/methods/cli_tools.py,False
C,47,Chafa,chafa_symbols,categorical/str,image_pipeline/methods/cli_tools.py,False
B,47,Chafa,char_scale,"structural use: compare, float()",image_pipeline/methods/cli_tools.py,False
C,01,ASCII Art,preset,categorical/str,image_pipeline/methods/codegen/ascii_art.py,False
C,01,ASCII Art,charset,categorical/str,image_pipeline/methods/codegen/ascii_art.py,False
B,01,ASCII Art,font_size,"structural use: _render_ascii(), format(), get_font()",image_pipeline/methods/codegen/ascii_art.py,False
B,01,ASCII Art,char_spacing,structural use: _render_ascii(),image_pipeline/methods/codegen/ascii_art.py,False
C,01,ASCII Art,invert,bool,image_pipeline/methods/codegen/ascii_art.py,False
C,01,ASCII Art,color,bool,image_pipeline/methods/codegen/ascii_art.py,False
C,01,ASCII Art,output_format,categorical/str,image_pipeline/methods/codegen/ascii_art.py,False
C,01,ASCII Art,effect,categorical/str,image_pipeline/methods/codegen/ascii_art.py,False
A,01,ASCII Art,dither_strength,already migrated (spatial: True),image_pipeline/methods/codegen/ascii_art.py,True
C,01,ASCII Art,anim_mode,categorical/str,image_pipeline/methods/codegen/ascii_art.py,False
C,01,ASCII Art,anim_speed,non-spatial by name,image_pipeline/methods/codegen/ascii_art.py,False
C,37,Collage,layout,categorical/str,image_pipeline/methods/codegen/collage.py,False
B,37,Collage,n_tiles,"structural use: compare, int()",image_pipeline/methods/codegen/collage.py,False
C,37,Collage,blend_mode,categorical/str,image_pipeline/methods/codegen/collage.py,False
B,37,Collage,gap,"structural use: compare, int()",image_pipeline/methods/codegen/collage.py,False
B,37,Collage,rotation,"structural use: compare, float()",image_pipeline/methods/codegen/collage.py,False
B,37,Collage,offset_x,"structural use: compare, float()",image_pipeline/methods/codegen/collage.py,False
B,37,Collage,offset_y,"structural use: compare, float()",image_pipeline/methods/codegen/collage.py,False
B,37,Collage,layout_select,"structural use: compare, float()",image_pipeline/methods/codegen/collage.py,False
C,10,Color Palette,source,categorical/str,image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,n_colors,"structural use: compare, int()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,n_sample_colors,structural use: min(),image_pipeline/methods/codegen/color_palette.py,False
C,10,Color Palette,layout,categorical/str,image_pipeline/methods/codegen/color_palette.py,False
C,10,Color Palette,display_mode,categorical/str,image_pipeline/methods/codegen/color_palette.py,False
C,10,Color Palette,palette_type,categorical/str,image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,saturation,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,value,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,hue_offset,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,phase_offset,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,rot_offset,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,palette_select,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
B,10,Color Palette,display_select,"structural use: compare, float()",image_pipeline/methods/codegen/color_palette.py,False
C,10,Color Palette,palette,categorical/str,image_pipeline/methods/codegen/color_palette.py,False
C,77,False Color IR,color_scheme,categorical/str,image_pipeline/methods/codegen/false_color_ir.py,False
A,77,False Color IR,strength,1 arithmetic use(s) of `strength`,image_pipeline/methods/codegen/false_color_ir.py,False
C,77,False Color IR,source,categorical/str,image_pipeline/methods/codegen/false_color_ir.py,False
B,16,Flow Field (Codegen),n_particles,"structural use: linspace(), max(), range()",image_pipeline/methods/codegen/flow_field.py,False
A,16,Flow Field (Codegen),speed,5 arithmetic use(s) of `speed`,image_pipeline/methods/codegen/flow_field.py,False
B,16,Flow Field (Codegen),trail_length,"structural use: max(), range()",image_pipeline/methods/codegen/flow_field.py,False
B,16,Flow Field (Codegen),n_waves,structural use: _make_field(),image_pipeline/methods/codegen/flow_field.py,False
A,16,Flow Field (Codegen),freq,already migrated (spatial: True),image_pipeline/methods/codegen/flow_field.py,True
C,16,Flow Field (Codegen),color_mode,categorical/str,image_pipeline/methods/codegen/flow_field.py,False
A,16,Flow Field (Codegen),color_hue,6 arithmetic use(s) of `color_hue`,image_pipeline/methods/codegen/flow_field.py,False
B,16,Flow Field (Codegen),line_width,"structural use: compare, range()",image_pipeline/methods/codegen/flow_field.py,False
C,16,Flow Field (Codegen),anim_mode,categorical/str,image_pipeline/methods/codegen/flow_field.py,False
C,16,Flow Field (Codegen),anim_speed,non-spatial by name,image_pipeline/methods/codegen/flow_field.py,False
C,14,Geometric Abstraction,layout,categorical/str,image_pipeline/methods/codegen/geometric_abstraction.py,False
C,14,Geometric Abstraction,shape_types,non-numeric default (list),image_pipeline/methods/codegen/geometric_abstraction.py,False
C,14,Geometric Abstraction,color_mode,categorical/str,image_pipeline/methods/codegen/geometric_abstraction.py,False
B,14,Geometric Abstraction,alpha,structural use: compare,image_pipeline/methods/codegen/geometric_abstraction.py,False
B,14,Geometric Abstraction,n_shapes,"structural use: max(), range()",image_pipeline/methods/codegen/geometric_abstraction.py,False
A,14,Geometric Abstraction,rotation,2 arithmetic use(s) of `rotation`,image_pipeline/methods/codegen/geometric_abstraction.py,False
C,14,Geometric Abstraction,translucent,bool,image_pipeline/methods/codegen/geometric_abstraction.py,False
C,14,Geometric Abstraction,anim_mode,categorical/str,image_pipeline/methods/codegen/geometric_abstraction.py,False
C,14,Geometric Abstraction,anim_speed,non-spatial by name,image_pipeline/methods/codegen/geometric_abstraction.py,False
C,11,Gradient,gradient_type,categorical/str,image_pipeline/methods/codegen/gradient.py,False
C,11,Gradient,style,categorical/str,image_pipeline/methods/codegen/gradient.py,False
A,11,Gradient,cx,already migrated (spatial: True),image_pipeline/methods/codegen/gradient.py,True
A,11,Gradient,cy,already migrated (spatial: True),image_pipeline/methods/codegen/gradient.py,True
A,11,Gradient,direction,already migrated (spatial: True),image_pipeline/methods/codegen/gradient.py,True
C,11,Gradient,color1,categorical/str,image_pipeline/methods/codegen/gradient.py,False
C,11,Gradient,color2,categorical/str,image_pipeline/methods/codegen/gradient.py,False
C,11,Gradient,anim_mode,categorical/str,image_pipeline/methods/codegen/gradient.py,False
C,11,Gradient,anim_speed,non-spatial by name,image_pipeline/methods/codegen/gradient.py,False
C,12,Kaleidoscope,pattern,categorical/str,image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,segments,"structural use: compare, int()",image_pipeline/methods/codegen/kaleidoscope.py,False
C,12,Kaleidoscope,source,categorical/str,image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,rotation,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,wobble_x,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,wobble_y,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,zoom,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,wedge_offset,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,color_shift,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
B,12,Kaleidoscope,pattern_select,"structural use: compare, float()",image_pipeline/methods/codegen/kaleidoscope.py,False
C,39,Posterize,n_colors,never used arithmetically,image_pipeline/methods/codegen/posterize.py,False
C,39,Posterize,poster_method,categorical/str,image_pipeline/methods/codegen/posterize.py,False
C,39,Posterize,dither,bool,image_pipeline/methods/codegen/posterize.py,False
C,39,Posterize,source,categorical/str,image_pipeline/methods/codegen/posterize.py,False
C,39,Posterize,anim_mode,categorical/str,image_pipeline/methods/codegen/posterize.py,False
C,39,Posterize,anim_speed,non-spatial by name,image_pipeline/methods/codegen/posterize.py,False
D,09,QR Code,content,categorical/str,image_pipeline/methods/codegen/qr_code.py,False
C,09,QR Code,anim_mode,categorical/str,image_pipeline/methods/codegen/qr_code.py,False
C,09,QR Code,anim_speed,non-spatial by name,image_pipeline/methods/codegen/qr_code.py,False
B,18,Cellular Automata,density,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
C,18,Cellular Automata,rule,categorical/str,image_pipeline/methods/codegen/simulations.py,False
C,18,Cellular Automata,size,non-spatial by name,image_pipeline/methods/codegen/simulations.py,False
C,18,Cellular Automata,color,categorical/str,image_pipeline/methods/codegen/simulations.py,False
C,18,Cellular Automata,seed_pattern,categorical/str,image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,seed_threshold,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,speed,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,hue_shift,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,rule_select,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,init_select,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,cell_size,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,inject_rate,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,wave_phase,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
B,18,Cellular Automata,age_input,"structural use: compare, float()",image_pipeline/methods/codegen/simulations.py,False
C,30,SVG Vector,pattern,categorical/str,image_pipeline/methods/codegen/svg_vector.py,False
B,30,SVG Vector,stroke_width,"structural use: ellipse(), line(), polygon()",image_pipeline/methods/codegen/svg_vector.py,False
C,30,SVG Vector,fill,bool,image_pipeline/methods/codegen/svg_vector.py,False
C,30,SVG Vector,anim_mode,categorical/str,image_pipeline/methods/codegen/svg_vector.py,False
C,30,SVG Vector,anim_speed,non-spatial by name,image_pipeline/methods/codegen/svg_vector.py,False
D,15,Typography,content,categorical/str,image_pipeline/methods/codegen/typography.py,False
C,15,Typography,source_mode,categorical/str,image_pipeline/methods/codegen/typography.py,False
B,15,Typography,font_size,"structural use: compare, int()",image_pipeline/methods/codegen/typography.py,False
C,15,Typography,color,categorical/str,image_pipeline/methods/codegen/typography.py,False
C,15,Typography,bg_color,categorical/str,image_pipeline/methods/codegen/typography.py,False
C,15,Typography,alignment,categorical/str,image_pipeline/methods/codegen/typography.py,False
B,15,Typography,spacing,"structural use: compare, float()",image_pipeline/methods/codegen/typography.py,False
C,15,Typography,anim_mode,categorical/str,image_pipeline/methods/codegen/typography.py,False
C,15,Typography,anim_speed,non-spatial by name,image_pipeline/methods/codegen/typography.py,False
B,29,Voronoi Tiles,n_cells,"structural use: arange(), random(), range()",image_pipeline/methods/codegen/voronoi_tiles.py,False
C,29,Voronoi Tiles,color_mode,categorical/str,image_pipeline/methods/codegen/voronoi_tiles.py,False
B,29,Voronoi Tiles,line_width,structural use: compare,image_pipeline/methods/codegen/voronoi_tiles.py,False
A,29,Voronoi Tiles,jitter,2 arithmetic use(s) of `jitter`,image_pipeline/methods/codegen/voronoi_tiles.py,False
C,29,Voronoi Tiles,anim_mode,categorical/str,image_pipeline/methods/codegen/voronoi_tiles.py,False
C,29,Voronoi Tiles,anim_speed,non-spatial by name,image_pipeline/methods/codegen/voronoi_tiles.py,False
C,141,Apply Mask,invert,bool,image_pipeline/methods/compositing/apply_mask.py,False
B,141,Apply Mask,feather,"structural use: GaussianBlur(), compare",image_pipeline/methods/compositing/apply_mask.py,False
C,141,Apply Mask,blend_mode,categorical/str,image_pipeline/methods/compositing/apply_mask.py,False
C,137,Image Blend,mode,categorical/str,image_pipeline/methods/compositing/blend.py,False
A,137,Image Blend,opacity,2 arithmetic use(s) of `opacity`,image_pipeline/methods/compositing/blend.py,False
C,139,Field Combine,operation,node emits no image,image_pipeline/methods/compositing/field_combine.py,False
C,139,Field Combine,scale_a,node emits no image,image_pipeline/methods/compositing/field_combine.py,False
C,139,Field Combine,scale_b,node emits no image,image_pipeline/methods/compositing/field_combine.py,False
C,524,God Rays (Compositing),source_mode,categorical/str,image_pipeline/methods/compositing/god_rays.py,False
A,524,God Rays (Compositing),light_x,1 arithmetic use(s) of `light_x`,image_pipeline/methods/compositing/god_rays.py,False
A,524,God Rays (Compositing),light_y,1 arithmetic use(s) of `light_y`,image_pipeline/methods/compositing/god_rays.py,False
A,524,God Rays (Compositing),radius,already migrated (spatial: True),image_pipeline/methods/compositing/god_rays.py,True
A,524,God Rays (Compositing),threshold,1 arithmetic use(s) of `threshold`,image_pipeline/methods/compositing/god_rays.py,False
A,524,God Rays (Compositing),exposure,1 arithmetic use(s) of `exposure`,image_pipeline/methods/compositing/god_rays.py,False
C,524,God Rays (Compositing),decay,never used arithmetically,image_pipeline/methods/compositing/god_rays.py,False
A,524,God Rays (Compositing),density,1 arithmetic use(s) of `density`,image_pipeline/methods/compositing/god_rays.py,False
A,524,God Rays (Compositing),weight,1 arithmetic use(s) of `weight`,image_pipeline/methods/compositing/god_rays.py,False
B,524,God Rays (Compositing),samples,"structural use: max(), range()",image_pipeline/methods/compositing/god_rays.py,False
B,524,God Rays (Compositing),orbit,structural use: compare,image_pipeline/methods/compositing/god_rays.py,False
C,524,God Rays (Compositing),time,non-spatial by name,image_pipeline/methods/compositing/god_rays.py,False
C,__image_to_mask__,Image to Mask,mode,node emits no image,image_pipeline/methods/compositing/image_to_mask.py,False
C,138,Scalar Math,value_a,node emits no image,image_pipeline/methods/compositing/math_merge.py,False
C,138,Scalar Math,value_b,node emits no image,image_pipeline/methods/compositing/math_merge.py,False
C,138,Scalar Math,operation,node emits no image,image_pipeline/methods/compositing/math_merge.py,False
C,__noise__,Noise,noise_type,categorical/str,image_pipeline/methods/compositing/noise_node.py,False
A,__noise__,Noise,scale,already migrated (spatial: True),image_pipeline/methods/compositing/noise_node.py,True
B,__noise__,Noise,octaves,structural use: _generate_noise(),image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,persistence,structural use: _generate_noise(),image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,lacunarity,structural use: _generate_noise(),image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,threshold,structural use: compare,image_pipeline/methods/compositing/noise_node.py,False
A,__noise__,Noise,particle_density,1 arithmetic use(s) of `particle_density`,image_pipeline/methods/compositing/noise_node.py,False
C,__noise__,Noise,invert,bool,image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,phase,"structural use: compare, float()",image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,offset_x,"structural use: compare, float()",image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,offset_y,"structural use: compare, float()",image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,amplitude,"structural use: compare, float()",image_pipeline/methods/compositing/noise_node.py,False
B,__noise__,Noise,scale_mod,"structural use: compare, float()",image_pipeline/methods/compositing/noise_node.py,False
C,140,Particle Merge,mode,node emits no image,image_pipeline/methods/compositing/particle_merge.py,False
C,472,Poisson Image Edit,mode,categorical/str,image_pipeline/methods/compositing/poisson_edit.py,False
A,472,Poisson Image Edit,blob_sigma,1 arithmetic use(s) of `blob_sigma`,image_pipeline/methods/compositing/poisson_edit.py,False
A,472,Poisson Image Edit,placement_x,1 arithmetic use(s) of `px`,image_pipeline/methods/compositing/poisson_edit.py,False
A,472,Poisson Image Edit,placement_y,1 arithmetic use(s) of `py`,image_pipeline/methods/compositing/poisson_edit.py,False
C,__test__,Test Node,test_pattern,categorical/str,image_pipeline/methods/compositing/test_node.py,False
C,__test__,Test Node,field_pattern,categorical/str,image_pipeline/methods/compositing/test_node.py,False
B,__test__,Test Node,particle_count,structural use: _make_particles(),image_pipeline/methods/compositing/test_node.py,False
C,__test__,Test Node,mask_pattern,categorical/str,image_pipeline/methods/compositing/test_node.py,False
A,__test__,Test Node,scalar_value,2 arithmetic use(s) of `effective_scalar`,image_pipeline/methods/compositing/test_node.py,False
A,__test__,Test Node,scalar_value_b,1 arithmetic use(s) of `scalar_b`,image_pipeline/methods/compositing/test_node.py,False
C,__test__,Test Node,anim_mode,categorical/str,image_pipeline/methods/compositing/test_node.py,False
C,__test__,Test Node,anim_speed,non-spatial by name,image_pipeline/methods/compositing/test_node.py,False
D,__custom_shader__,Custom GLSL Shader,glsl_code,categorical/str,image_pipeline/methods/custom_shader.py,False
C,__custom_shader__,Custom GLSL Shader,p1,no read site found,image_pipeline/methods/custom_shader.py,False
C,__custom_shader__,Custom GLSL Shader,p2,no read site found,image_pipeline/methods/custom_shader.py,False
C,__custom_shader__,Custom GLSL Shader,p3,no read site found,image_pipeline/methods/custom_shader.py,False
C,__custom_shader__,Custom GLSL Shader,p4,no read site found,image_pipeline/methods/custom_shader.py,False
C,463,Adaptive 3D LUT,source,categorical/str,image_pipeline/methods/filters/adaptive_lut.py,False
